-0.4649	0.2207	0.0981	0.4388	-0.0365	0.0228	-0.0936	-0.1334	0.0394	-0.0779
0.5519	-0.4908	0.4650	-0.4797	-0.0835	-0.2743	0.7289	-0.1405	0.0167	-0.1387
-0.0792	-0.2812	-0.0747	0.3841	-0.2564	0.5435	-0.0207	0.0164	0.1246	-0.2141
-0.0079	0.1130	-0.0453	0.0803	-0.1075	-0.0398	-0.2033	-0.0507	0.1272	0.0014
-0.0688	-0.0353	-0.0299	-0.0474	-0.0150	-0.0195	0.0422	-0.0294	-0.0028	0.0060
0.1007	0.2057	-0.2506	-0.1195	-0.3810	0.2079	0.1820	-0.0347	0.2112	0.0889
-0.2843	0.2106	0.1063	0.1053	-0.1467	0.0082	-0.0990	0.0422	0.0501	-0.0157
0.0186	0.0295	0.3770	-0.1506	-0.1393	0.1793	-0.0834	-0.0031	-0.0243	0.0640
-0.2134	0.1348	-0.6480	-0.1075	-0.3203	0.3735	0.1700	0.1662	0.3407	0.2753
0.0019	-0.3382	-0.0174	-0.0496	0.4289	0.1043	-0.2024	0.3025	-0.5291	0.3473
0.1036	0.0492	-0.0046	0.0128	0.0458	-0.0207	-0.0866	-0.0204	-0.0286	0.0389
-0.0026	0.2730	-0.0798	0.0028	0.0065	-0.0112	0.0299	-0.1527	0.0039	-0.0384
-0.0373	-0.2486	-0.0049	0.1744	-0.3613	0.0781	0.1948	-0.0059	0.1200	0.1144
0.0390	0.3358	0.0746	0.1506	-0.0883	-0.1271	-0.6201	-0.1260	0.1575	0.1756
0.2124	0.0181	0.0283	0.0142	-0.0374	-0.1744	-0.3782	0.0157	0.1392	0.1788
-0.0702	0.1994	-0.1112	0.0224	0.0006	0.0464	0.0554	-0.1696	0.0203	-0.0022
-0.0298	-0.0202	-0.0373	-0.0217	0.0234	-0.0596	-0.0446	0.0475	0.0327	0.0208
-0.2858	-0.0707	-0.1201	0.2491	-0.1435	0.0436	0.1122	0.0222	0.1641	-0.0302
-0.2580	0.0859	0.2490	0.2139	0.0875	0.0027	0.2292	0.0355	-0.1547	-0.4729
-0.2972	0.1477	0.0263	-0.1294	0.1924	0.4190	-0.4268	0.0350	-0.0321	0.1700
-0.0361	0.1917	0.0620	0.0393	-0.0324	0.0948	0.0696	-0.2259	0.0543	0.0095
0.0193	-0.0227	0.0434	0.0277	0.0025	0.0218	0.0299	-0.0230	-0.0456	0.0413
-0.0766	-0.0678	0.1583	-0.0110	-0.0263	0.1441	0.2174	-0.2659	-0.2186	0.0269
-0.0361	0.0135	0.0213	0.0023	-0.0096	0.0536	0.0157	0.0202	-0.0390	-0.0330
-0.0429	0.0115	-0.0102	-0.0249	0.0039	0.0501	0.0238	0.0153	0.0054	-0.0125
-0.0025	0.0560	-0.0338	-0.0027	-0.0376	0.0102	0.0274	-0.0286	-0.0093	0.0040
0.0644	-0.0911	0.0921	-0.3275	0.3140	-0.4768	0.0497	-0.0087	0.5163	-0.3387
0.0317	0.0276	-0.0225	0.0422	0.0100	-0.0128	0.0111	-0.0097	-0.0312	0.0309
-0.0272	-0.0568	0.4248	-0.1177	-0.2551	0.2188	-0.1501	-0.0658	-0.1245	0.1342
-0.1175	0.3848	-0.1590	0.0035	-0.0034	0.0479	0.1249	-0.3484	0.0465	0.0240
-0.0359	0.1151	-0.1042	-0.0302	-0.0029	-0.0106	0.0756	-0.1403	0.0015	0.0374
-0.4713	0.0914	0.0709	0.2542	-0.0450	-0.1846	-0.3088	0.1748	0.1919	0.1821
-0.2232	0.0470	-0.1197	0.0887	-0.3142	0.2685	0.1865	0.2140	0.0950	-0.2103
-0.0321	-0.0075	-0.0115	-0.0122	0.0547	-0.0041	-0.0121	-0.0428	0.0001	0.0202
-0.0116	-0.0173	0.0502	-0.0307	0.0373	-0.0182	0.0126	-0.0141	-0.0057	0.0369
-0.0096	0.0230	-0.0548	-0.0126	0.0722	0.0633	-0.0005	-0.0916	-0.0001	0.0009
0.4419	0.2309	0.0538	-1.1524	0.3292	-0.3512	0.1349	0.4635	-0.0724	0.0511
-0.0807	0.1735	-0.1715	0.0063	-0.0131	0.0501	0.1411	-0.0833	0.0142	-0.0191
0.0459	0.0059	-0.0196	0.0093	0.0214	0.0049	-0.0991	-0.0220	0.0327	0.0252
-0.0298	-0.0197	0.0672	-0.3501	0.2002	-0.6058	0.1684	0.1228	0.4330	-0.0254
-0.0057	0.0237	0.0420	0.0120	-0.0074	-0.0564	-0.0462	-0.0130	-0.0413	-0.0041
-0.2664	0.1712	0.1394	0.1430	-0.0215	-0.0225	-0.2109	-0.0970	0.0076	0.0785
-0.0164	-0.0924	0.0375	-0.0493	-0.0397	0.0908	0.1948	-0.0521	-0.0834	0.0339
-0.0936	-0.4270	0.0700	-0.0997	0.3664	0.0937	-0.0621	0.2497	-0.5165	0.4160
0.0293	0.0159	-0.0153	-0.0269	0.0298	-0.0029	-0.0221	-0.0515	-0.0442	0.0204
-0.0136	-0.0150	0.0007	-0.0062	-0.0007	-0.0005	-0.0000	0.0345	-0.0091	0.0032
-0.1366	0.0676	0.0046	0.1686	-0.1742	-0.0876	-0.0369	-0.0079	0.1049	0.0330
-0.0709	0.0482	0.0029	-0.0558	0.0241	0.0065	-0.0448	-0.0361	0.0089	-0.0087
-0.2365	-0.0082	0.0427	0.1168	-0.0308	0.0069	-0.0451	0.0717	0.0366	0.0728
0.0315	0.0548	0.0190	0.0082	0.0247	0.0142	-0.0171	-0.0463	-0.0362	-0.0101
-0.0541	-0.0336	-0.0172	-0.0542	0.0113	0.0368	-0.0092	-0.0170	0.0094	-0.0121
-0.0788	0.1301	-0.3479	0.2872	0.1292	-0.0675	-0.1363	-0.1007	0.1431	0.2793
0.1162	0.0104	0.0063	0.0189	0.0337	-0.1099	-0.1504	-0.0347	0.0114	0.1015
0.0100	0.0477	-0.0141	0.0192	0.0099	-0.0502	-0.0222	-0.0084	-0.0444	0.0663
-0.3499	-0.1708	0.2494	0.2241	-0.0697	-0.0970	0.1223	0.0432	0.1208	-0.1118
0.0250	-0.0145	0.0044	0.0068	-0.0298	-0.0245	0.0272	-0.0317	-0.0089	-0.0292
-0.0344	-0.1176	-0.1473	-0.0129	-0.6348	0.3414	0.3136	-0.0500	0.1051	0.2248
-0.1408	0.0064	-0.0390	-0.0565	0.1563	-0.0316	0.0459	0.0835	0.0058	-0.0160
-0.0616	0.0112	0.0421	0.0136	-0.0162	-0.0013	0.0039	0.0269	0.0390	-0.0398
-0.0147	-0.0136	-0.0531	-0.0137	-0.0262	-0.0342	0.0224	-0.0166	0.0229	-0.0269
-0.0237	0.0006	0.0313	-0.0204	0.0045	0.0369	0.0225	-0.0227	-0.0365	-0.0279
0.0027	-0.1193	-0.2669	-0.0879	-0.1512	0.2164	0.1320	-0.0756	0.2878	0.1357
0.1663	0.0253	-0.0004	0.0459	0.0104	-0.1194	-0.2753	-0.0220	0.1397	0.0968
0.0062	-0.1703	-0.1890	0.0290	-0.4952	0.3466	0.2965	-0.1557	0.1826	0.1494
0.0274	0.0155	0.0368	0.0216	-0.0281	0.0518	0.0312	0.0213	-0.0921	0.0613
0.0258	0.0744	-0.0580	0.0243	0.0016	-0.0169	0.0093	-0.0813	0.0834	-0.0058
0.0889	0.0632	0.0246	0.0830	-0.0174	-0.0130	0.0797	-0.1142	-0.0939	0.0564
-0.6298	0.0271	-0.0358	0.4187	-0.0187	-0.1834	-0.1769	0.1057	0.2098	0.2150
-0.0134	-0.0119	0.2072	-0.0886	-0.1086	0.0685	-0.0270	0.0273	0.0299	0.0432
-0.0400	0.0095	-0.0336	-0.0344	0.0492	-0.0268	0.0076	0.0589	0.0554	0.0275
0.1790	0.0737	0.0429	-0.2074	-0.0690	-0.2521	-0.0199	-0.1706	0.2954	0.0353
-0.1296	0.0878	0.1182	0.1648	-0.1622	-0.0806	-0.0738	-0.0571	0.0508	0.0425
0.0638	-0.0795	0.0100	0.2701	-0.3345	-0.0896	0.1008	-0.0332	0.0175	0.1327
0.0602	-0.0157	0.0031	0.0224	0.0254	0.0187	0.0428	0.0065	-0.0136	0.0277
0.0113	0.0163	0.0192	0.0122	-0.0051	-0.0141	0.0295	0.0601	0.0289	-0.0956
0.0271	-0.0545	-0.0030	-0.0413	0.0416	0.0193	-0.0072	0.0203	0.0039	0.0459
-0.0303	0.1335	-0.0005	0.0260	-0.0771	-0.0036	0.0112	0.0142	0.0212	0.0070
-0.0244	-0.0188	-0.0260	0.0440	0.0504	0.0397	0.0740	0.0092	0.0280	0.0709
0.0249	-0.0257	0.0154	0.0166	0.0070	0.0147	0.0019	-0.0166	-0.0423	0.0025
-0.0180	0.0231	-0.0880	0.0144	-0.0079	0.0372	0.1665	0.0188	0.0141	0.0160
-0.0375	-0.0007	-0.0040	-0.0056	0.0116	0.0121	0.0217	-0.0533	0.0168	-0.0037
-0.0403	-0.0906	-0.2216	-0.0849	0.2613	-0.1383	0.0716	0.5705	0.0170	-0.5322
-0.0272	0.0725	0.0149	-0.0198	0.0341	-0.0645	-0.0033	0.0338	0.0133	0.0375
-0.0817	-0.0059	0.0034	0.0768	-0.0234	0.0126	-0.0026	-0.0483	-0.0283	-0.0002
-0.0715	-0.0018	-0.0261	0.0198	-0.0083	-0.0166	0.0221	-0.0188	0.0064	0.0110
0.3647	0.2107	-0.1532	-0.0108	-0.3115	0.3186	0.2186	-0.1683	0.0414	-0.4266
-0.0766	0.2238	-0.1089	-0.0196	-0.1035	0.0000	0.0722	-0.1041	0.0400	-0.0269
-0.0283	-0.0554	-0.0144	0.0015	0.0237	0.0125	0.0100	0.0251	0.0025	-0.0185
-0.0054	0.0377	-0.6401	-0.1754	0.1587	0.4431	0.0924	-0.0417	-0.0655	0.1542
-0.1200	-0.0568	0.2229	-0.1568	0.1611	0.0451	0.1495	0.6221	-0.1410	-0.6359
-0.2272	-0.0508	0.0608	0.0114	0.0526	0.1286	0.0296	-0.0429	-0.1184	0.0532
-0.1030	-0.0677	0.1047	0.1752	-0.1905	-0.0910	-0.0068	-0.0460	0.0746	0.0508
-0.0631	0.2733	0.0254	0.1070	0.0543	0.0135	-0.5432	-0.1048	0.1225	0.1921
-0.0144	0.0364	-0.0096	-0.0142	0.0375	0.0482	0.0072	0.0104	0.0162	0.0193
0.0252	-0.0021	0.0283	-0.0045	0.0109	0.0101	-0.0302	0.0177	-0.0039	0.0433
0.0848	0.0568	0.0464	-0.0619	-0.0268	-0.0548	-0.1171	-0.0246	0.0103	0.0521
0.0828	0.0100	-0.0274	0.0066	0.0108	-0.1194	-0.2084	-0.0289	0.0920	0.0199
-0.1314	0.0711	0.2356	-0.3650	0.2824	-0.3422	0.2637	-0.0340	0.0019	0.1024
0.0230	-0.0414	-0.0301	0.0036	0.0156	-0.0491	-0.0137	0.0378	0.0075	0.0088
0.0403	0.0067	0.0487	0.0311	-0.0197	0.0314	-0.0219	0.0594	-0.0048	-0.0003
